id,essay,prompt,formal_register,thematic_coherence,narrative_rhetorical_structure,cohesion
938,"[T] o for cachorro e a flor
A menina achou uma tinta efoi pinta na parede
do quarto e ela viu um cachorro e adotou e deu
onome de pipoca a menina pintou varius
animais e pipoca gostou eles foi pasea e 
 encontrou um flor edeu para u cachorro eles
viajarao para uma casa de praia pipoca
gostou ela bannhou com pipoca eles
encotraram muito animais ela pegou ascia
tinta e pinto u coisa interesante e pipoca
achou lindo pipoca achava que a flor
falava para ele e deu o nomede aflor da magia
era uma roza linda de magia pela lindeza
de flor pipoca achava que não essetia uma
coisa tam linda como esta viajaram para
casa da avo e a flor dostou de la amenina falou
pa pipoca deixa ela aqui e o cachorro gostou
da indea passarão 5 dias na casa da avó ea
flor gotou daqui e ela creseu ele falou [?]
[?] dela diverdade tem dem as flor que vive
aqui chese tam rapido ele foie enbora e
 despediu da avó edo avô edo flor aflor despe
diu do cachorro ele voutarao para casa
ea menina pintou novamente","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
688,"[T] O ninho de passarinho
[P] eu fui passear pelo sítio do meu avô com meus 
irmãos Quando eu resolvi subir em uma goiabeira
eu comim muitas goiabas e eu vir um ninho de 
passarinho e uma cobra subindo na árvore de que
 o ninho estava eu peguei uma ´?~e taquem 
na cobra a cobra foi embora e depois eu fui em
bora para casa do meu avô minha avó fez mu-
ito comida ela fez sopa bolo doces de chocolates
eu comim bastante e depois eu fui dormir con meus 
irmãos e fim.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,5,3
967,"[T] os meus potes de tintas 
[P] Certa manhã em um dia de domingo encontree alguns potes de
tinta então resolvi pegar para pntar as paredes do meu quarto
alguns animais, alguns minutos depois, quando voltei para o meu quarto
não havia pntura na parede e as minhas roupas estav am espalhaetos
pelo chão, eu ajeitei meu quarto, então perguntei para minha familia e
nimguem sabia, fui dormir porque no outro dia ia ter aula.
[P] Certo dia acordei e fui para escola, quando voltei da escola es-
[?] novamente bagunça o meu quarto, então descobri que era o
meu [?], então fechei 2 semanas o meu quarto parei de fechar
meu quarto, meu pai comprou outro quite de tinta, deixei em cima 
da cama, fui dormir na casa de uma amiga esqueci o quite
em cima da cama meu cachorro quebrou derramou as tintas
meu pai v endeu o cachorro eu fiquei alguns dia tristes mas
depois fiquei de boa.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
456,"[T] As tintas 
Todas as roupas estavam sujas com auguma coisa 
cheguei mais perto, estava sujo com as tintas, bum !! 
 porta do quarto bateu, pensei deve ser o vento né ? 
 bum ! a janela fez, pensei, dve ser o vento não é ? . 
 eram 17:30 da tarde eu estava sosinha em casa  estava 
comesando um desenho com as tintas so que no papel
animais como girafa, leão e a vaca, todos estavam no 
desenho, a e o gatinho tambem tava, a porta abriu 
a mamãe chegou, dise a garotinha toda animada, mãe !! 
finaumente !
mais .. a pergunta que não quer cala como a tinta
na parede saiu e foi parar nas roupas? .","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
393,"[T] A tinta magia
Certo dia [x] brincar com umas tintas que eu tinha em casa então
resolvir colorir a minha casa para ficar mais alegre e cheia de vida.
Comecei a colorir meu quarto com borboletas maravilhosas De repente
minha mãe entra e acha tudo lindo. Depois de várias horas pintando
conseguir terminar todos meus desenhos maravilhosos. No dia seguinte
quando voltei da escola encontrei várias borboletas voando eas paredes
completamente limpo. E assim todos os dias fico encantada com
as minhas borboletas mágicas.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,4,5,3
675,"[T] O mistério
Eu achei estranho, porque eu não tinha tinta dessarumado
minha gaveta e nem apagado meus desenhos! Fui
logo perguntar aos meus pais:
-Mamãe você apagou menos desenhos?
-Não querida, você é minha artista.
Fiquei confusa mas fui perguntar ao meu pai:
-Papai p senhor apagou meus desenhos?
-Não filha, agora vá brincar!
-Falou o papai.
Logo pensei:- Ué se não foi ele só pode ser minha tia!
-fui até ela e disse:
-Tia abra! sou eu sua sobrinha preferida!
-Pode vir Paulinha!
Fiquei com tanta raiva que[X] não era eu!
E fui até minha casa. E lá lembrei de uma coisa [X]
Eu apaguei meus desenhos, e tinha deixado a gaveta
aberta e minha gata bagunçou a gaveta e jogou
as ropa cairem. Como fui boba!","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,3,4,4
1092,"[T]O dia todo no sitio
Eu fui Passear Pelo sitio da seu Pegro e eu mais duinna
ai resolvi subir em uma árVore, assim que eu sentei em um
Galho Pousou ao meu lado em Passaro que eu nunca tinha Visto antes
Ele disse sua amiga duinna. sera que e Verdade? - ai ela grito Vem cá
[P]ai [X] amiga disse Vem come caco ai eu disse ja Vou ai e corri demais
ai o cachorro me mordeu.
comemos ai dePois nois foi Para o rio nadamos muito ai dePois seu Pedro foi nadar
E ele leVou a sua mulher e o nome e maria dona maria
Sabia nadar demais dePois fomos Pro futebol
[P]Todos foram toma banho eh, todos foram dormir na [?] seguinte
Dona Maria-falou Venha toma cade da manhã
Fim","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,1,4,2
419,"[T] Aora eu Seu gato
Ana eu Seu gato estanu [X]
no [?] derepemte um cachorro ele estavã
Brimcado no [X] de Sua casa eles
Brimcaram muitu chegou a [X] Aora abrimgou
ne Sua casa no dia. Segite foram [X] [X]
Sua casa em tam eles foram Brimcar no dia
Segite","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,1,3,2
375,"[T] A pintura da Carol desapareceu .
[P] Certo dia a Carol encontrou um monte de tinta então
pensou pintar a parede do quarto , ela fez um leão , elefante , girra-
fa e uma onça.
[P] Quando Carol foi entrar no uarto as paredes estavam
todas rabisco e a pintura nem apareçia e as roupas não
estavam na gaveta e sim no chão .
[P] Foi então , que me perguntei quem fez isso Lucas !
irmão de Carol , então ela foi falar tudo para Sheila mãe de 
Carol e Lucas e falou para nunca mais fazer isso [S]","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,2
412,"[T] Amo ser pintora
[P]Quando eu era pequena eu fazia
coleção de quadros, eu amo pintar mas eu 
não conseguia achar minhas tintas, eu perguntei
a minha mãe, e ela disse que estava tudo 
dentro de uma caixa em cima de uma estante 
eu fui correndo pegar, quando eu peguei a caixa,
as tintas caíram no chão eu fiquei tão triste
que minha mãe se assustou , e venha acorrendo
ver o que tinha acontecido , ela viu e disse:
calma filha eu compra mais tinta e essa estava
velha não presto mais ... Aí eu olhei pra ela e disse: você vai comprar? ela suspirou e falou:
é eu compra, eu fiquei tão feliz que disse vo-
cê é a melhor mãe do mundo, não precisa 
comprar eu mesma compro, mais com seu
dinheiro , alguns minutos depois de eu compra
as tintas...       Mae!!!  eu vou na casa da minha 
amiga , eu vou levar as tintas tchau , eu fui na
casa da minha amiga por que ela tambem
adora pintar , assim como eu, eu e ela
quer participar do concurso da escola, de pi-
nturas eu disse: vamos falar logo com nossa
mãe, ela disse: to eu falo com a minha mãe
e você fala com a sua        eu falei com a mi-
nha mãe e ela disse sim estou Participanto
do comcarso me desegem sorte Para ganhar
tchau","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
74,"Eu e Mikailla achamos algus Potes de tintas em cima do guarda rouPa. emtão resolvemos Pega-las Para Pintar a Parede do Meu quarto aí deis.
resolvemos Faser- desnho no quarto da [X] e DePois Pintamos.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,3,4,3
1198,"[t] [s] A tinta derramada [s] [s] [s]
[t] A menina que ria pita u grato [s]
ela pito u desenos e u [X] deseno sunio e u grato voi [x]
[x] e u pai deça pilo u grato [?] e pugue u grato dela
tava bagunsado puque u rato bagusou e aroia dela gaiu
e [?] do u pai dela pito u grato saio u desenos e saio u
poqueos gatos queos e tataruga e quobras e note de pasario
e [?] a teta dela a quoba e ela foi guopra mas titas [?]
[lt] a co qui citici diso a titas tava bagucada cera que foi u
[lt] nesno ratos e ela e o pai fofos nora eotra ciasa que i
[lt] ratos e [?] e o pai dela deis um casa ma
fore e [x] viverro felis para sepe.
[s]
[s]
[s]
[s]","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",1,1,3,1
919,"[T] eu um dia pintei o quarto 
Quando eu vi as roupas no chão e a pintura s-
aindo, Eu perguntei para minha mãe mais ela falou 
que não viu ninguem disdobrando as roupas, E eu
 pensei que e o meu irmão e ele falou que não. E a ir
que eu descobrir que a parede estava vazando, E o ir que
meu pai concertou, e eu pintei de animais e a minha fa-
milia ajudou eu.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
500,"[T] EU E MEU AMIGO PINTANDO
[P] certa tarde eu fui Pintar um desenho meu ami -
amigo chegou eu Pergutei se ele ceria aJudar a Pintar  ele
falou que queria aJudar dePois eu mais ele foi Pintar um -
a casa mais seu amigo ele foi Pegar a lata de tintar Pa-
ra Pintar a casa de branco e dePois eles foi Para sua
casa Ja no outro dia eles foram Para sua casa quando eles
chegaram Ja no certo dia foram Para sua Pintura Pin-
tandos casas .","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,2,4,3
852,"[T] [S] A Ba.Lurça. do . cuart de leeLia
era uma . vez uma menina que [X] de
Pinta um dia eLa A [X] tinta e resou
veu Pintar o seu cuart [X] e . La Saio
..
[X] . que Pintou seu [X] e cuando
[X] Seu [X] . es [X] .va todo ba .
cunçado i e rouPa . PeLa chao e a tinta
[X] não tava e La Foi Per. gunta Pra Sua
mãe Por que , o cuarto de La ta va na que
Li estado a [X] FaLo era e eu [?]
es tou a [?] [?] e a tinta que eu
Pinte i a que tinta o que .VC .Pintou
um cacho rro","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",2,2,4,2
616,"[T] O cavalinho
O cavalinho é muito manço pode peganele é talbém pode munta 
nele. a gente pode anda nele a gente foi muito longe com ele ele
chegou cansado e colocamos ele para descansa e quando 
ele descansou a gente colocou ele para beber Água e colocamos 
tabém um pouco de ração para ele ele é muito obediente mas
ele anda devagar até que um dia eu levei ele para a cavalgada 
e tinha um monte de cavalos e ele espantou em pouco com as bobam
ai depois ele acustumou e depois quando acabou eu levei ele embora
é quando noia chegou [?]da  cavalgada eu ainda sobi nele e quando
nois chegou ele deitou no çotão de tão cansado que ele tava ai
ele levantou ele foi beber água e depois ele deitou de novo ai ele 
levantou o dono dele saiu ele é ele ficou sozinho e depois [X] depois o dono
dele chegou ai chegou umas pessoas lá é foi anda nele e essa 
pessoas machucaram ele ai depois eles foi embora ai depois o dono dele
foi la nele e viu o machucado ai passou um remedio ai[X] depois","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",3,1,4,3
114,"Um dia mariana uma menina muito engraçada e
diverda, estava brincando com uma amiga em seu quarto
quando vio muitos potes de tinta elas decidiram Pintar a parede
do quarto de Mariana. Elas Pintaram muitos animais gato, cacho-
rro, vaca, cavalo, Peixe muitos bichos. Mariana e sua amiga decidiram
ir beber água, QUando ela chegou no quarto ela viu todas as roupas
dela no chão eos desenhos que ela pintou desapareceram.
[P]Ela foi chamar a mãe dela para ver o que tinha aconteci-
do, quando a mãe chegou no quarto ela disse que ia pintar o
quarto dela de rosa par isso que as roupas estavam no chão.
[P]A mãe de Mariana disse que colocou as roupas no chão para
arrumar e guardar emquanto não pintava o quarto dela. Mariana
disse que estava maisa liviada, porque ela pensou que tinha si-
do um duende. Então sua mãe preparou um lache para ela comer am-
tes de dormir.","Eu encontrei em cima do armário alguns potes com tinta. Então resolvi pintar na parede do meu quarto alguns animais. Tempo depois, quando voltei no quarto, não havia mais nenhuma pintura e as roupas da gaveta estavam espalhadas pelo chão.",4,3,5,3
